mobile_cluster_name	mobile_cluster_length (bp)	mobile_cluster_read_count (reads)	mobile_cluster_read_depth (reads/kbp)	mobile_cluster_read_depth_in_this_cluster (reads/kbp)	cluster_name	cluster_length (bp)	cluster_read_count (reads)	cluster_read_depth (reads/kbp)	intra_read_count (reads)	intra_linkage_density (reads/kbp^2)	inter_read_count (reads)	raw_inter_linkage_density (reads/kbp^2)	raw_inter_vs_intra_ratio	mobile_element_copies_per_cell	adjusted_inter_connective_linkage_density (reads/kbp^2)	adjusted_inter_vs_intra_ratio
vMAG_19	62462	6196	99.19631135730525	63.439501449439405	bin_88	1749133	171483	98.03885696513645	3191	0.0021173956125259325	220	0.0020136498836903207	0.9510031435685043	0.6470852824406051	0.003111877117797298	1.4696720345448366
vMAG_37	52581	6139	116.75319982503186	109.10462796751531	bin_124	1368296	162033	118.4195524944895	14538	0.015759775319849133	970	0.013482264266550846	0.8554858170833307	0.9213396408721639	0.014633327025621286	0.9285238354376089
vMAG_299	21859	8796	402.3971819387895	381.1864871076786	bin_31	2518876	1020187	405.0167614443903	97498	0.031018748534795068	1887	0.03427163482623861	1.104868392346475	0.9411622515282404	0.036414162138981895	1.1739404024677063
vMAG_14	20907	3321	158.84631941455015	137.53276263234469	bin_20	2856295	422928	148.06873939841648	19781	0.004873154031867959	342	0.005727054647676771	1.1752254515709404	0.9288440165771785	0.006165787307088611	1.2652559855008656
vMAG_278	11010	3403	309.08265213442326	170.16910061333417	bin_58	2157948	153383	71.07817241193949	5558	0.002413406957364536	49	0.0020623757133477697	0.8545495019206807	2.394111931115855	0.0008614366298181101	0.35693799058191467
vMAG_120	15935	12586	789.8336994038281	36.566374972399444	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	5	6.150349346798944e-05	0.19452673247045446	1.2586075166065482	4.8866300778033545e-05	0.15455710370690978
vMAG_186	19056	7533	395.30856423173805	223.84942793845408	bin_132	1253188	567086	452.51470649256134	7786	0.01011920017761612	94	0.0039362246965306096	0.38898575257337237	0.49467879104639406	0.007957132522710976	0.7863400647328153
vMAG_186	19056	7533	395.30856423173805	4.762753785924555	bin_7	3343853	62561	18.709255460691605	813	0.0001456465688615949	2	3.138709157342132e-05	0.21550175756799228	0.2545667194470226	0.0001232961309380947	0.846543326779367
vMAG_186	19056	7533	395.30856423173805	4.762753785924555	bin_28	2617741	77169	29.479234194673957	1299	0.00038082305533200983	2	4.009327902151497e-05	0.10528059806295283	0.16156300921769012	0.000248158778520232	0.6516380115271166
vMAG_186	19056	7533	395.30856423173805	4.762753785924555	bin_125	1361891	44328	32.5488603713513	1403	0.0015234611317514529	2	7.706477267201238e-05	0.05058532250403696	0.14632628398002567	0.0005266639087379007	0.34570222880082246
vMAG_186	19056	7533	395.30856423173805	4.762753785924555	bin_203	495193	15288	30.872811206943556	171	0.001405889586850772	2	0.00021194528258489036	0.15075528303730673	0.15427016846633557	0.0013738578539968375	0.9772160394717153
vMAG_111	20147	1484	73.65860922221671	62.474841329838256	bin_26	2655902	187129	70.45779550600888	6473	0.0018458719116897534	162	0.003027558768918156	1.6401781454850026	0.8866987801869304	0.003414416300741835	1.849757981102925
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_29	2608979	122598	46.99079601637269	3594	0.0010697345583183652	2	5.840635450915948e-05	0.05459892274675591	0.1600282796180863	0.0003649752071855581	0.34118296389274666
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_158	1021862	25095	24.558110586360975	214	0.000430034557635267	2	0.0001491208718799137	0.34676485699177295	0.30620662847576335	0.0004869942646970388	1.1324537901674452
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_170	884537	23017	26.021523124527295	185	0.0004757630242953168	2	0.000172271993575116	0.362096221811855	0.28898601393922635	0.0005961257128912292	1.252988741136807
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_337	118137	3399	28.771680337235583	15	0.0023582723524272235	2	0.001289866446421971	0.5469539788711815	0.26136312360778374	0.004935150868328377	2.0926975899322793
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_36	2459025	119484	48.58998993503523	2524	0.0008525237389609196	2	6.196803708012418e-05	0.07268775548192077	0.15476142831967216	0.0004004100876616635	0.4696761736508297
vMAG_293	13125	5231	398.55238095238093	7.519856244384545	bin_100	1610859	85209	52.896622236955565	724	0.0005697426611797145	2	9.459608344426941e-05	0.16603300031701657	0.14216136922124475	0.0006654134239312945	1.16791925420063
vMAG_6	46245	119339	2580.5816845064332	1211.7221716243168	bin_87	1754433	5221690	2976.2835058392084	50830	0.03387239269669759	1442	0.017773120648272786	0.5247081541424615	0.4071259237391276	0.04365509443623933	1.2888104725030396
vMAG_6	46245	119339	2580.5816845064332	5.041839826453468	bin_116	1483997	49747	33.52230496422836	1413	0.001292842978103581	6	8.742858380558625e-05	0.0676250598768241	0.15040254039313863	0.0005812972545347694	0.4496271120159161
vMAG_6	46245	119339	2580.5816845064332	25.209199132267337	bin_113	1504005	173466	115.33605273918637	5251	0.004696175955512075	30	0.0004313275424009181	0.09184654631491246	0.21857171746005405	0.0019733913765844252	0.4202124015962781
vMAG_6	46245	119339	2580.5816845064332	2.520919913226734	bin_24	2678982	24210	9.037014806370479	387	0.00010885669465853493	3	2.4215122774572312e-05	0.22244955030584992	0.27895493890854944	8.680657481569387e-05	0.797439009957003
vMAG_6	46245	119339	2580.5816845064332	11.764292928391425	bin_13	3049626	129840	42.575712562786386	2489	0.0005395409996405361	14	9.926969105634264e-05	0.18398915211722577	0.276314645610279	0.00035926322630163826	0.6658682593926947
vMAG_6	46245	119339	2580.5816845064332	3.3612265509689787	bin_144	1178681	24340	20.650201369157557	251	0.0003627678420788487	4	7.338358503091652e-05	0.20228801045426284	0.16276967429427555	0.0004508431029863979	1.2427868479268507
vMAG_6	46245	119339	2580.5816845064332	5.041839826453468	bin_234	286262	8748	30.559417596467572	230	0.006025143866745363	6	0.00045323429614038387	0.07522381310128119	0.16498481394607026	0.002747127358573352	0.4559438611475486
vMAG_6	46245	119339	2580.5816845064332	8.403066377422446	bin_189	619157	16854	27.220882587130568	87	0.00045823657165094164	10	0.00034924840302146996	0.7621574196123032	0.30869926243299806	0.0011313548346986184	2.4689317804176043
vMAG_6	46245	119339	2580.5816845064332	3.3612265509689787	bin_7	3343853	62561	18.709255460691605	813	0.0001456465688615949	4	2.5867117181235454e-05	0.17760196744364415	0.17965581570207112	0.00014398151866194917	0.9885678721259269
vMAG_6	46245	119339	2580.5816845064332	13.444906203875915	bin_207	443373	16073	36.251643649929065	157	0.001611741524655219	16	0.0007803437501861928	0.4841618449665014	0.37087714790836035	0.002104049156404231	1.3054507340153847
vMAG_6	46245	119339	2580.5816845064332	2.520919913226734	bin_25	2666493	36429	13.661764722427549	675	0.00019100644695170955	3	2.4328538661406307e-05	0.12737024875164069	0.18452373938839092	0.00013184503382623788	0.6902648362417373
vMAG_254	20777	1749	84.17962169706887	7.014968474755738	bin_10	3195245	137892	43.15537619181002	3341	0.0006595085866183549	2	3.012610545302804e-05	0.04567962580669393	0.16255143840194425	0.00018533275219955055	0.2810164355097307
vMAG_282	26619	2037	76.52428716330441	63.48681601696366	bin_347	110033	6556	59.58212536239128	410	0.07538720303975177	336	0.11471615634455591	1.521692697420621	1.0655345983518247	0.10766065834183099	1.4281025691464024
vMAG_283	143664	81082	564.3863459182537	438.2676644172794	bin_216	387892	215734	556.170274200035	6602	0.09709825665668396	4177	0.0749558784684134	0.7719590551809732	0.7880098681067766	0.09512048199154881	0.9796312031416992
vMAG_50	54800	4802	87.62773722627738	82.3051635577183	bin_43	2389591	324097	135.62864942159558	23154	0.00814896220107806	634	0.004841557850566658	0.5941318331217867	0.6068420197997871	0.007978283791494881	0.9790551968003239
vMAG_242	11780	1083	91.93548387096774	6.340378197997775	bin_110	1520129	51986	34.19841342412387	1141	0.000999085017171514	2	0.0001116874205590413	0.11178970622063468	0.18539977628100182	0.000602413998546373	0.6029657018096949
vMAG_242	11780	1083	91.93548387096774	9.510567296996664	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	3	4.9918073094010776e-05	0.15788370875636798	0.32735187713377434	0.00015249056620992416	0.48230579930918754
vMAG_242	11780	1083	91.93548387096774	6.340378197997775	bin_76	1959123	70969	36.22488225598903	1930	0.0010093574225771172	2	8.666086148087431e-05	0.08585745697456663	0.17502826243001868	0.0004951249602647675	0.49053481867761156
vMAG_124	26587	1922	72.29096927069621	3.362370663753312	bin_177	822024	17080	20.777982151372708	256	0.0007619289136521874	2	9.151160293678025e-05	0.12010517162045166	0.161823734338475	0.0005655017374977397	0.7421975034220651
vMAG_51	20382	2141	105.04366597978608	97.84889433733498	bin_43	2389591	324097	135.62864942159558	23154	0.00814896220107806	340	0.00698085385166645	0.8566555690665646	0.7214470891999822	0.009676182711344178	1.187412884313548
vMAG_297	13535	766	56.594015515330625	18.86467183844354	bin_107	1567877	133728	85.29240495268442	1121	0.0009525240351948252	2	9.424530978184635e-05	0.0989427104194487	0.22117645585100612	0.00042610914176748543	0.44734739074624075
vMAG_105	80187	2537	31.638544901293226	20.746586820520147	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	120	0.0002933317874705112	0.9277663906368938	0.714093484408733	0.0004107750509912423	1.2992225960513857
vMAG_144	53605	9042	168.67829493517397	132.57982714749082	bin_60	2120195	440251	207.64646648067747	16429	0.007397691615154163	606	0.005332016907045167	0.720767664351206	0.6384882410692407	0.00835100251512218	1.1288659962541776
vMAG_76	29910	9820	328.31828819792713	35.357354113622925	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	7	4.587366886584341e-05	0.145091838003456	1.216993253728732	3.769426718290474e-05	0.11922156310966452
vMAG_230	89391	47841	535.1881061851865	6.314903907789811	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	4	8.77097845118557e-06	0.02774134740111816	0.2173577646400967	4.035272660127256e-05	0.1276298891233657
vMAG_230	89391	47841	535.1881061851865	3.1574519538949053	bin_142	1205316	22357	18.548662757318414	294	0.0004064132819725445	2	1.8562449209001857e-05	0.04567382522270976	0.17022531463348353	0.00010904634982739871	0.26831394214809495
vMAG_230	89391	47841	535.1881061851865	6.314903907789811	bin_157	1040041	32662	31.40453116752128	528	0.0009804423382795404	4	4.3024490439890895e-05	0.043882734108962866	0.20108257226016846	0.00021396429315726146	0.21823240878471395
vMAG_230	89391	47841	535.1881061851865	3.1574519538949053	bin_201	543567	5509	10.134905172683403	66	0.0004506575837024519	2	4.1160734611919566e-05	0.09133483181123181	0.3115423282306756	0.00013211923672035628	0.29316989550005756
vMAG_35	72864	11980	164.4158981115503	72.37446232661544	bin_59	2134702	433311	202.98430413238006	3793	0.0016748818668529011	92	0.0005914765914053871	0.3531452594425481	0.3565520133981151	0.0016588788428603329	0.9904452819573252
vMAG_225	38737	7519	194.10382838113432	5.176102090163583	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	2	1.0120124618968032e-05	0.03200850331121865	0.17816042750532635	5.680343699593715e-05	0.17966112766687042
vMAG_130	29439	1741	59.13923706647644	39.17014403104284	bin_340	117066	5624	48.041275861479846	93	0.017934181406137846	51	0.014798453876341742	0.8251535735708058	0.8153435421653736	0.01814996147150475	1.0120317766660405
vMAG_101	55056	3707	67.33144434757338	3.2062592546463513	bin_7	3343853	62561	18.709255460691605	813	0.0001456465688615949	2	1.0863709986615751e-05	0.07458953596729988	0.1713728940941955	6.339223039930974e-05	0.4352469879297338
vMAG_271	50664	17251	340.4981841149534	2.0511938802105627	bin_138	1217096	17027	13.989857825512532	277	0.0003757971276826288	2	3.243438634438395e-05	0.08630823376536208	0.1466200661789367	0.00022121382965958205	0.5886522630540255
vMAG_271	50664	17251	340.4981841149534	2.0511938802105627	bin_290	165201	2418	14.636715274120617	11	0.0008296785718825107	2	0.00023895594991679424	0.2880102705010349	0.1401403143939889	0.0017051192652886174	2.055156446212373
vMAG_271	50664	17251	340.4981841149534	3.076790820315844	bin_61	2110704	39227	18.5847944572048	1278	0.000575323590906247	3	2.8053977641254526e-05	0.04876208465059469	0.16555420224855158	0.00016945494140424314	0.2945384894391668
vMAG_210	25844	3697	143.05061136047053	128.53823049781408	bin_39	2412747	329459	136.54933567423356	11073	0.0038439991273530117	310	0.004971531290398377	1.2933226896494607	0.9413317894454528	0.00528138042945214	1.3739286234148844
vMAG_212	43452	26453	608.7867071711314	79.71020715824962	bin_195	596695	30147	50.5232991729443	300	0.0016994390527500824	80	0.0030855161039846602	1.8156085674220486	1.577692044325862	0.0019557150681475876	1.1508003567311178
vMAG_103	50877	3737	73.45165792008177	11.87541774755813	bin_259	231207	18278	79.05469990095456	111	0.004840581029164389	27	0.0022953096927896223	0.4741806157071712	0.1502177323098628	0.015279885120718999	3.156622113886338
vMAG_5	88288	7556	85.58354476259514	82.53458666417626	bin_45	2367749	211495	89.32323485301863	16516	0.005923846450199613	1164	0.005568210432295022	0.939965355129587	0.923999078179232	0.006026207778548166	1.0172795377478265
vMAG_231	94335	101650	1077.5427995971804	580.6501495206552	bin_273	193069	229561	1189.0101466315152	1011	0.08232152113874823	1130	0.06204303617235593	0.7536672708924551	0.4883475142459014	0.12704689665137708	1.5433011306635938
vMAG_231	94335	101650	1077.5427995971804	2.055398759365151	bin_201	543567	5509	10.134905172683403	66	0.0004506575837024519	4	7.80070859743277e-05	0.17309613505989976	0.20280394580356456	0.0003846428414656448	0.8535146314537702
vMAG_25	25584	6747	263.719512195122	235.63104344061196	bin_93	1693553	503976	297.5850180065224	64416	0.04584696527685241	1812	0.041820666933640206	0.9121796106045641	0.7918108412146188	0.05281648691433463	1.152017076711532
vMAG_82	15563	7258	466.3625265051725	387.83176133295734	bin_216	387892	215734	556.170274200035	6602	0.09709825665668396	563	0.0932618990874195	0.9604899438840709	0.6973255841312148	0.13374225929715858	1.3773909429706752
vMAG_97	80581	5175	64.22109430262717	14.899293878209503	bin_363	100920	6850	67.87554498612762	58	0.021510863265219282	58	0.007132111089191756	0.331558571185918	0.21950901287429245	0.03249119931706925	1.510455387887848
vMAG_228	25831	2220	85.94324648677946	74.89340050990782	bin_22	2767563	223149	80.63014283685683	12580	0.0033208931404760363	305	0.004266395416620647	1.284713249161964	0.9288511451783428	0.004593196055974592	1.3831207032804966
vMAG_45	16838	739	43.888822900582014	21.944411450291007	bin_243	269600	10506	38.968842729970326	90	0.00266064958484749	8	0.0017622989965821972	0.6623566690700509	0.5631271013704984	0.0031294870949972755	1.1762116713226103
vMAG_191	25434	5863	230.51820397892584	7.2036938743414325	bin_164	968358	36823	38.02622583796489	83	0.00017853353856524186	4	0.00016240873348040058	0.9096819274718584	0.18944014862367325	0.0008573089424830893	4.801948974812938
vMAG_191	25434	5863	230.51820397892584	12.606464280097507	bin_47	2359997	202304	85.72214286713076	2718	0.0009857402939404468	7	0.00011661970061289233	0.11830671966011555	0.147061935906543	0.0007929971810448862	0.8044686677815718
vMAG_140	140799	19829	140.83196613612313	90.82181599919653	bin_12	3095836	453994	146.64665699345832	9969	0.0021087132000156493	859	0.0019706779050801546	0.9345405079579004	0.6193241486796931	0.0031819813732136015	1.5089683002837877
vMAG_274	11035	117	10.602628001812414	4.241051200724966	bin_25	2666493	36429	13.661764722427549	675	0.00019100644695170955	8	0.00027187996263929547	1.4234072565520914	0.3104321650161881	0.0008758111860770541	4.585244111150225
vMAG_92	67668	2498	36.91552875805403	21.71501691650237	bin_243	269600	10506	38.968842729970326	90	0.00266064958484749	20	0.0010962933182764023	0.41203972312620135	0.5572404874061526	0.0019673612076886895	0.7394289044648695
vMAG_93	96274	3536	36.72850406132497	32.67068066644771	bin_159	1006314	40306	40.0531046969435	2050	0.004147882516784159	314	0.0032410603440982347	0.7813770836043397	0.815684100237574	0.00397342591715868	0.9579408049963924
vMAG_243	52890	18501	349.80147475893364	6.360026813798793	bin_106	1573360	59375	37.73770783546042	1651	0.0013417527023618073	2	2.4034125458692487e-05	0.017912485226515028	0.16853240905698472	0.0001426083303097269	0.10628510757511572
vMAG_243	52890	18501	349.80147475893364	6.360026813798793	bin_1	6628220	144560	21.809776983865955	701	3.196098254056662e-05	2	5.705050772558607e-06	0.17850048149544356	0.29161356480186384	1.9563735920291945e-05	0.6121130943161897
vMAG_243	52890	18501	349.80147475893364	12.720053627597586	bin_30	2576927	85780	33.28771051721682	1485	0.00044870409933636294	4	2.9348391810624368e-05	0.06540700620750041	0.3821246168617879	7.680319590935828e-05	0.17116669097285012
vMAG_243	52890	18501	349.80147475893364	6.360026813798793	bin_102	1580785	27565	17.43753894425871	220	0.00017786598706371362	2	2.3921236367809925e-05	0.1344902235818761	0.36473190592602667	6.558580694243274e-05	0.36873720504493734
vMAG_243	52890	18501	349.80147475893364	6.360026813798793	bin_7	3343853	62561	18.709255460691605	813	0.0001456465688615949	2	1.1308610645171426e-05	0.07764419535291475	0.33994013429135617	3.326647695996682e-05	0.22840549708781194
vMAG_18	50535	2215	43.83100821213021	27.304562492802425	bin_243	269600	10506	38.968842729970326	90	0.00266064958484749	38	0.0027891472226405944	1.0482955886129852	0.7006767607138334	0.003980647538244418	1.496118677526861
vMAG_199	43288	943	21.784328220291997	8.025805133791788	bin_95	1639056	35036	21.37571870637733	453	0.00033977371474884944	14	0.0001973180081708724	0.5807335871073016	0.37546363909613634	0.0005255316031290842	1.5467105909518086
vMAG_70	135870	251306	1849.606241260028	1410.8904500088595	bin_57	2183973	3069634	1405.527449286232	73488	0.031107831240238557	8667	0.02920774014855916	0.9389192040741949	1.0038156499365067	0.02909671726118895	0.9353502350093698
vMAG_309	23003	582	25.30104768943181	4.600190488987602	bin_278	186443	5329	28.582462200243505	15	0.0009332826448780289	6	0.0013990095803544176	1.4990202464734086	0.16094451404359458	0.008692496222489894	9.313894638666424
vMAG_20	59389	2756	46.40590008250686	25.084270314868576	bin_99	1611417	71377	44.29455566125962	1975	0.0015290634178543132	80	0.0008359417833207169	0.5467018395442145	0.5663059475457721	0.0014761310329575008	0.9653824790530331
vMAG_201	24678	9705	393.2652565037685	373.5536809935059	bin_31	2518876	1020187	405.0167614443903	97498	0.031018748534795068	1933	0.031096757411589033	1.002514894393836	0.9223165966300277	0.03371592523132595	1.086953111390208
vMAG_32	40035	407078	10168.052953665543	79.65079617383851	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	38	0.00018604825977105852	0.5884439730877197	2.741564917051744	6.786206615568062e-05	0.2146379862930721
vMAG_32	40035	407078	10168.052953665543	39.82539808691926	bin_76	1959123	70969	36.22488225598903	1930	0.0010093574225771172	19	0.0002422434621787097	0.23999770226111528	1.0993934446904918	0.00022034282935615246	0.21830010304334763
vMAG_32	40035	407078	10168.052953665543	2337.122045627104	bin_44	2384306	1332556	558.8863174441535	41389	0.014676184854165305	1115	0.011680812235568392	0.7959025013406815	4.181748546493339	0.0027932842220662673	0.19032768051252055
vMAG_32	40035	407078	10168.052953665543	23.056809418742727	bin_7	3343853	62561	18.709255460691605	813	0.0001456465688615949	11	8.21685598508091e-05	0.564164061625731	1.2323745040087453	6.667499172007052e-05	0.45778621660102725
vMAG_235	30842	8929	289.50781401984307	6.893043190948644	bin_2	5101738	148221	29.053040356051213	4084	0.00031616987900277843	4	2.5421390789505522e-05	0.08040421456239392	0.2372572063533774	0.00010714697007618897	0.3388905053641982
vMAG_65	156985	13870	88.35239035576647	51.33990250402646	bin_298	158007	13981	88.48342162056112	83	0.016064685341990476	129	0.005200621242266555	0.32373004086628304	0.5802205832882991	0.008963179508029412	0.5579430481966003
vMAG_41	27296	6407	234.72303634232122	46.944607268464246	bin_230	305946	99878	326.45630274623625	747	0.019356771601308092	9	0.0010777020784510556	0.05567571393869351	0.1438005848671135	0.007494420689922526	0.3871730701940022
vMAG_41	27296	6407	234.72303634232122	10.43213494854761	bin_97	1627493	121265	74.51030511344749	1415	0.0010901275390670152	2	4.502065994122885e-05	0.04129852547323017	0.14000929042853746	0.00032155480399501037	0.29496989340367713
vMAG_86	26643	3780	141.87591487445107	128.87964786305096	bin_32	2498424	465287	186.2322007793713	25835	0.00831964396114976	357	0.00536313770615589	0.6446354833452168	0.6920373991377263	0.007749780160491791	0.9315038235627556
vMAG_164	24492	1799	73.45255593663236	38.729529493860696	bin_50	2321584	173102	74.56202317038712	1967	0.000739357853029627	29	0.000510022511034515	0.6898182104168139	0.5194270199100824	0.0009818944557847694	1.3280368251467312
