k141_165433	vMAG_1
k141_15539	vMAG_1
k141_70259	vMAG_10
k141_77602	vMAG_10
k141_2780097	vMAG_100
k141_1976551	vMAG_100
k141_1977590	vMAG_101
k141_1977589	vMAG_101
k141_2640813	vMAG_102
k141_2373001	vMAG_102
k141_2467119	vMAG_103
k141_2467120	vMAG_103
k141_2467118	vMAG_103
k141_2927452	vMAG_104
k141_2927451	vMAG_104
k141_73199	vMAG_11
k141_482918	vMAG_11
k141_2201810	vMAG_12
k141_2417799	vMAG_12
k141_844591	vMAG_12
k141_814972	vMAG_12
k141_484568	vMAG_13
k141_81291	vMAG_13
k141_87502	vMAG_14
k141_1203672	vMAG_14
k141_93462	vMAG_15
k141_644055	vMAG_15
k141_1639480	vMAG_15
k141_703291	vMAG_15
k141_2799412	vMAG_15
k141_117658	vMAG_15
k141_117657	vMAG_15
k141_1920306	vMAG_15
k141_1609158	vMAG_15
k141_978669	vMAG_15
k141_1920307	vMAG_15
k141_1223583	vMAG_15
k141_1609157	vMAG_15
k141_106056	vMAG_16
k141_2753061	vMAG_16
k141_2027517	vMAG_17
k141_1734476	vMAG_17
k141_117274	vMAG_17
k141_1000043	vMAG_17
k141_3023271	vMAG_17
k141_2355316	vMAG_17
k141_649081	vMAG_17
k141_3000496	vMAG_17
k141_888153	vMAG_18
k141_1207252	vMAG_18
k141_859615	vMAG_19
k141_687766	vMAG_19
k141_2542694	vMAG_2
k141_345594	vMAG_2
k141_1660631	vMAG_2
k141_5732	vMAG_2
k141_520913	vMAG_2
k141_184763	vMAG_20
k141_1453496	vMAG_20
k141_233386	vMAG_21
k141_1220213	vMAG_21
k141_312606	vMAG_22
k141_312604	vMAG_22
k141_338286	vMAG_23
k141_205811	vMAG_23
k141_1898311	vMAG_23
k141_1669577	vMAG_23
k141_1498686	vMAG_24
k141_2721809	vMAG_24
k141_1761391	vMAG_25
k141_512875	vMAG_25
k141_235578	vMAG_25
k141_2890784	vMAG_26
k141_2890785	vMAG_26
k141_257978	vMAG_27
k141_472313	vMAG_27
k141_2165783	vMAG_27
k141_1751943	vMAG_27
k141_624430	vMAG_28
k141_722202	vMAG_28
k141_281484	vMAG_29
k141_281482	vMAG_29
k141_281483	vMAG_29
k141_478864	vMAG_3
k141_115290	vMAG_3
k141_24824	vMAG_3
k141_484621	vMAG_3
k141_313107	vMAG_3
k141_208475	vMAG_3
k141_1296385	vMAG_3
k141_1395173	vMAG_3
k141_573135	vMAG_3
k141_277694	vMAG_3
k141_595035	vMAG_3
k141_1959139	vMAG_30
k141_303765	vMAG_30
k141_714300	vMAG_31
k141_712262	vMAG_31
k141_1319196	vMAG_31
k141_1278808	vMAG_32
k141_1756138	vMAG_32
k141_1027076	vMAG_33
k141_1435899	vMAG_33
k141_347985	vMAG_33
k141_3022690	vMAG_34
k141_3022691	vMAG_34
k141_1023256	vMAG_35
k141_404842	vMAG_35
k141_592107	vMAG_36
k141_592106	vMAG_36
k141_416534	vMAG_36
k141_1893174	vMAG_37
k141_1653504	vMAG_37
k141_1893173	vMAG_37
k141_450686	vMAG_37
k141_1792367	vMAG_38
k141_1331688	vMAG_38
k141_1935229	vMAG_39
k141_531735	vMAG_39
k141_2711061	vMAG_4
k141_1028629	vMAG_4
k141_1183395	vMAG_4
k141_1884653	vMAG_4
k141_78363	vMAG_4
k141_1028627	vMAG_4
k141_842659	vMAG_40
k141_582966	vMAG_40
k141_1145957	vMAG_40
k141_624130	vMAG_41
k141_1802102	vMAG_41
k141_949409	vMAG_41
k141_1802101	vMAG_41
k141_624129	vMAG_41
k141_954138	vMAG_42
k141_2862520	vMAG_42
k141_2862521	vMAG_42
k141_2888028	vMAG_42
k141_1953367	vMAG_42
k141_2908807	vMAG_42
k141_952190	vMAG_42
k141_1206201	vMAG_43
k141_2444497	vMAG_43
k141_2444494	vMAG_43
k141_737020	vMAG_44
k141_3057616	vMAG_44
k141_810292	vMAG_45
k141_427517	vMAG_45
k141_898777	vMAG_45
k141_879627	vMAG_45
k141_190800	vMAG_45
k141_2096730	vMAG_46
k141_2794476	vMAG_46
k141_2847234	vMAG_46
k141_3609	vMAG_46
k141_1206658	vMAG_46
k141_2838838	vMAG_46
k141_813132	vMAG_46
k141_1514148	vMAG_46
k141_821912	vMAG_47
k141_2200332	vMAG_47
k141_1823071	vMAG_48
k141_928947	vMAG_48
k141_2757798	vMAG_49
k141_1017951	vMAG_49
k141_1365637	vMAG_49
k141_959003	vMAG_49
k141_2695008	vMAG_5
k141_3016160	vMAG_5
k141_1075015	vMAG_50
k141_2258921	vMAG_50
k141_1240563	vMAG_51
k141_2050950	vMAG_51
k141_710505	vMAG_51
k141_1305772	vMAG_52
k141_1305773	vMAG_52
k141_1639345	vMAG_53
k141_2845078	vMAG_53
k141_1604095	vMAG_53
k141_2537849	vMAG_54
k141_1947550	vMAG_54
k141_2230940	vMAG_54
k141_2411430	vMAG_55
k141_2054931	vMAG_55
k141_2689375	vMAG_56
k141_2794629	vMAG_56
k141_2689376	vMAG_56
k141_2424049	vMAG_56
k141_2424050	vMAG_56
k141_2874751	vMAG_57
k141_2874750	vMAG_57
k141_2993474	vMAG_58
k141_2993472	vMAG_58
k141_2993471	vMAG_58
k141_2993473	vMAG_58
k141_501134	vMAG_59
k141_1121518	vMAG_59
k141_27849	vMAG_59
k141_27850	vMAG_59
k141_1015539	vMAG_6
k141_1729177	vMAG_6
k141_1015540	vMAG_6
k141_33247	vMAG_60
k141_166212	vMAG_60
k141_166210	vMAG_61
k141_33248	vMAG_61
k141_623616	vMAG_62
k141_1440354	vMAG_62
k141_49124	vMAG_62
k141_324027	vMAG_63
k141_380898	vMAG_63
k141_759874	vMAG_63
k141_1463941	vMAG_63
k141_1225562	vMAG_63
k141_70261	vMAG_63
k141_1643016	vMAG_63
k141_520914	vMAG_63
k141_324026	vMAG_63
k141_77601	vMAG_63
k141_1167709	vMAG_64
k141_73286	vMAG_64
k141_87501	vMAG_65
k141_1203670	vMAG_65
k141_1203673	vMAG_65
k141_1102769	vMAG_66
k141_111072	vMAG_66
k141_171557	vMAG_67
k141_171556	vMAG_67
k141_171555	vMAG_67
k141_188793	vMAG_68
k141_1558386	vMAG_68
k141_1558385	vMAG_68
k141_636961	vMAG_69
k141_198484	vMAG_69
k141_1172430	vMAG_7
k141_944229	vMAG_7
k141_2139916	vMAG_7
k141_44288	vMAG_7
k141_1198263	vMAG_70
k141_529531	vMAG_70
k141_235086	vMAG_70
k141_199198	vMAG_70
k141_288935	vMAG_70
k141_235087	vMAG_70
k141_511803	vMAG_70
k141_2829042	vMAG_70
k141_212560	vMAG_71
k141_1095224	vMAG_71
k141_2725900	vMAG_72
k141_392078	vMAG_72
k141_2315491	vMAG_72
k141_2315492	vMAG_72
k141_251946	vMAG_72
k141_1877078	vMAG_73
k141_602823	vMAG_73
k141_1877077	vMAG_73
k141_2348112	vMAG_73
k141_602824	vMAG_73
k141_1412229	vMAG_73
k141_1597311	vMAG_73
k141_1597313	vMAG_73
k141_260107	vMAG_73
k141_1597312	vMAG_73
k141_1883313	vMAG_73
k141_263091	vMAG_74
k141_1204917	vMAG_74
k141_355348	vMAG_74
k141_600508	vMAG_75
k141_345403	vMAG_75
k141_1971494	vMAG_76
k141_1221243	vMAG_76
k141_1806815	vMAG_76
k141_1973717	vMAG_76
k141_1121517	vMAG_77
k141_433244	vMAG_77
k141_450685	vMAG_78
k141_450688	vMAG_78
k141_699594	vMAG_79
k141_699592	vMAG_79
k141_509948	vMAG_79
k141_509949	vMAG_79
k141_406678	vMAG_8
k141_1282563	vMAG_8
k141_2963679	vMAG_80
k141_871503	vMAG_80
k141_2238538	vMAG_80
k141_2901507	vMAG_80
k141_573088	vMAG_81
k141_573087	vMAG_81
k141_589109	vMAG_82
k141_2850705	vMAG_82
k141_1125015	vMAG_82
k141_1365635	vMAG_83
k141_606147	vMAG_83
k141_1998052	vMAG_83
k141_2254655	vMAG_83
k141_1365638	vMAG_83
k141_965838	vMAG_83
k141_1090186	vMAG_83
k141_610451	vMAG_84
k141_1460807	vMAG_84
k141_1455075	vMAG_85
k141_685186	vMAG_85
k141_952192	vMAG_85
k141_832385	vMAG_86
k141_1221238	vMAG_86
k141_939221	vMAG_86
k141_2889915	vMAG_86
k141_744314	vMAG_86
k141_773967	vMAG_87
k141_1109158	vMAG_87
k141_775866	vMAG_88
k141_775868	vMAG_88
k141_1483029	vMAG_89
k141_973331	vMAG_89
k141_387657	vMAG_9
k141_2076245	vMAG_9
k141_255797	vMAG_9
k141_1050686	vMAG_90
k141_2751023	vMAG_90
k141_2161522	vMAG_91
k141_2161521	vMAG_91
k141_1146363	vMAG_92
k141_1206200	vMAG_92
k141_2444495	vMAG_93
k141_2444496	vMAG_93
k141_1206202	vMAG_93
k141_1242193	vMAG_94
k141_1477910	vMAG_94
k141_1341637	vMAG_95
k141_1534729	vMAG_95
k141_1430974	vMAG_96
k141_1430976	vMAG_96
k141_2573875	vMAG_97
k141_1548295	vMAG_97
k141_1685505	vMAG_98
k141_1739333	vMAG_98
k141_1739332	vMAG_98
k141_1858694	vMAG_99
k141_1858695	vMAG_99
k141_2799452	vMAG_99
